TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,891644,891218,892070.2
2000000,1622677.5,1621563.4,1623792.4
3000000,2239138,2237144,2241133.6
4000000,2768439.4,2765263.7,2771618.8
5000000,3228797.9,3223768.8,3233835
6000000,3633287.3,3625102.4,3641490.6
7000000,3991932.7,3978606.9,4005303.2
8000000,4312159.4,4290980.9,4333442.5
9000000,4599817.9,4567348.8,4632517.7
10000000,4858816.6,4811152.9,4906952.5
11000000,5094414.8,5027698.6,5162016.4
12000000,5310104,5221075.8,5400650.2
13000000,5507742.7,5394103.6,5623775.9
14000000,5689692.7,5550182,5832710.2
15000000,5857559.7,5691810.6,6028135.4
16000000,6012995,5821293.2,6211009.8
17000000,6157336.6,5940384,6382212.8
18000000,6291735.9,6050467.1,6542625.6
19000000,6417189.4,6152647.5,6693105.6
20000000,6534564.3,6247824,6834464.3
21000000,6644618.8,6336742.2,6967453.8
22000000,6748018.7,6420031.1,7092762.6
23000000,6845351.3,6498229,7211016.1
24000000,6937136.5,6571802,7322780.3
25000000,7023836.3,6641157.1,7428566.3
26000000,7105862.6,6706652.3,7528835.8
27000000,7183584.2,6768604.5,7624006.1
28000000,7257331.6,6827295.6,7714454.5
29000000,7327223.1,6882798.7,7800344.1
30000000,7393506,6935318.6,7881964
31000000,7456629.5,6985264.8,7959801.9
32000000,7516814.4,7032821.6,8034115.2
33000000,7574261.4,7078156.1,8105138.4
34000000,7629153.2,7121419.9,8173086
35000000,7681656.7,7162751.3,8238154.1
36000000,7731924.6,7202276.4,8300522.6
37000000,7780096.8,7240110.5,8360356.8
38000000,7826301.7,7276359.2,8417808.5
39000000,7870501.8,7310964.5,8472862.7
40000000,7912739.4,7343949.4,8525582.2
41000000,7953343,7375623.7,8576314
42000000,7992405.7,7406063.5,8625168.9
43000000,8030013.6,7435339.3,8672249.6
44000000,8066246.5,7463516.2,8717651.4
45000000,8101178.4,7490654.6,8761462.7
46000000,8134878.2,7516810.7,8803766.1
47000000,8167409.9,7542036.4,8844638.4
48000000,8198833.4,7566380.5,8884151.2
49000000,8229204.1,7589888,8922371.5
50000000,8258574.2,7612601.2,8959361.8
51000000,8286992.4,7634559.5,8995180.9
52000000,8314504.2,7655799.7,9029883.5
53000000,8341152.2,7676356.3,9063521.4
54000000,8366976.5,7696261.8,9096142.8
55000000,8392014.8,7715546.4,9127793.3
56000000,8416302.4,7734238.6,9158515.8
57000000,8439872.5,7752365.2,9188350.5
58000000,8462756.5,7769951.3,9217335.4
59000000,8484983.9,7787020.8,9245506.6
60000000,8506582.7,7803596,9272897.8
61000000,8527578.9,7819698,9299541.1
62000000,8547997.7,7835346.7,9325466.7
63000000,8567862.4,7850560.8,9350703.4
64000000,8587195.2,7865358.3,9375278.2
65000000,8606017.4,7879755.9,9399217
66000000,8624348.8,7893769.5,9422544.2
67000000,8642208.4,7907414.4,9445282.9
68000000,8659614.2,7920704.8,9467455.3
69000000,8676664.8,7933735.5,9489163.3
70000000,8693372.4,7946515.5,9510423.1
71000000,8709672.4,7958977.2,9531173.6
72000000,8725579.4,7971132.3,9551433
73000000,8741107.5,7982991.9,9571218.6
74000000,8756270.1,7994566.7,9590546.7
75000000,8771079.8,8005866.7,9609433.2
76000000,8785549,8016901.7,9627893
77000000,8799689.2,8027680.8,9645940.3
78000000,8813511.5,8038212.8,9663589
79000000,8827026.5,8048506.1,9680852.1
80000000,8840244.3,8058568.6,9697742
81000000,8853174.7,8068408.2,9714270.9
82000000,8865826.9,8078032,9730450.1
83000000,8878209.8,8087447.1,9746290.7
84000000,8890331.9,8096660.1,9761803.1
85000000,8902201.4,8105677.6,9776997.6
86000000,8913826.1,8114505.6,9791883.7
87000000,8925213.4,8123150.1,9806470.8
88000000,8936370.6,8131616.7,9820767.8
89000000,8947304.6,8139910.8,9834783.3
90000000,8958022,8148037.7,9848525.6
91000000,8968529.2,8156002.3,9862002.4
92000000,8978832.2,8163809.5,9875221.6
93000000,8988937.1,8171463.9,9888190.4
94000000,8998849.5,8178969.8,9900915.8
95000000,9008574.7,8186331.7,9913404.7
96000000,9018118.2,8193553.5,9925663.6
97000000,9027484.8,8200639.2,9937698.8
98000000,9036679.6,8207592.7,9949516.3
99000000,9045707.1,8214417.6,9961122.1
100000000,9054571.9,8221117.4,9972521.7
101000000,9063278.3,8227695.5,9983720.6
102000000,9071830.6,8234155.3,9994724.2
103000000,9080232.9,8240499.8,10005537.3
104000000,9088488.9,8246732.2,10016165.1
105000000,9096602.6,8252855.3,10026612.1
106000000,9104577.6,8258872.1,10036883
107000000,9112417.3,8264785.2,10046982.1
108000000,9120125.3,8270597.3,10056913.8
109000000,9127704.7,8276311,10066682.2
110000000,9135158.8,8281928.8,10076291.3
111000000,9142490.8,8287453,10085745
112000000,9149703.4,8292886,10095046.9
113000000,9156799.7,8298229.9,10104200.8
114000000,9163782.5,8303487.1,10113210.1
115000000,9170654.3,8308659.5,10122078.2
116000000,9177418,8313749.2,10130808.5
117000000,9184075.9,8318758.1,10139404.1
118000000,9190630.6,8323688.3,10147868.1
119000000,9197084.4,8328541.4,10156203.5
120000000,9203439.6,8333319.3,10164413.2
121000000,9209698.6,8338023.8,10172500.1
122000000,9215863.4,8342656.5,10180466.9
123000000,9221936.2,8347219,10188316.2
124000000,9227919,8351712.9,10196050.7
125000000,9233813.8,8356139.8,10203672.8
126000000,9239622.5,8360501.2,10211184.9
127000000,9245347,8364798.4,10218589.5
128000000,9250989.1,8369032.9,10225888.8
129000000,9256550.6,8373206.1,10233085
130000000,9262033.2,8377319.2,10240180.4
131000000,9267438.6,8381373.6,10247177
132000000,9272768.4,8385370.5,10254076.8
133000000,9278024.1,8389311.1,10260882
134000000,9283207.3,8393196.7,10267594.3
135000000,9288319.5,8397028.2,10274215.8
136000000,9293362.2,8400807,10280748.1
137000000,9298336.7,8404533.9,10287193.2
138000000,9303244.3,8408210.2,10293552.7
139000000,9308086.6,8411836.8,10299828.4
140000000,9312864.7,8415414.8,10306021.9
141000000,9317579.9,8418945,10312134.8
142000000,9322233.5,8422428.5,10318168.6
143000000,9326826.6,8425866.1,10324125
144000000,9331360.5,8429258.8,10330005.3
145000000,9335836.2,8432607.5,10335811
146000000,9340254.9,8435913,10341543.5
147000000,9344617.6,8439176,10347204.3
148000000,9348925.5,8442397.5,10352794.6
149000000,9353179.5,8445578.3,10358315.8
150000000,9357380.6,8448719,10363769.1
151000000,9361529.9,8451820.5,10369155.7
152000000,9365628.3,8454883.4,10374477
153000000,9369676.7,8457908.5,10379734
154000000,9373675.9,8460896.5,10384928
155000000,9377627.1,8463848.1,10390060
156000000,9381530.8,8466763.8,10395131.2
157000000,9385388.1,8469644.5,10400142.6
158000000,9389199.8,8472490.6,10405095.3
159000000,9392966.6,8475302.9,10409990.3
160000000,9396689.3,8478081.9,10414828.6
161000000,9400368.7,8480828.1,10419611.2
162000000,9404005.6,8483542.3,10424339.1
163000000,9407600.7,8486224.9,10429013.1
164000000,9411154.7,8488876.4,10433634.3
165000000,9414668.3,8491497.5,10438203.4
166000000,9418142.2,8494088.7,10442721.5
167000000,9421577,8496650.3,10447189.2
168000000,9424973.5,8499183.1,10451607.5
169000000,9428332.2,8501687.3,10455977.1
170000000,9431653.8,8504163.6,10460299
171000000,9434938.9,8506612.4,10464573.8
172000000,9438188.1,8509034,10468802.3
173000000,9441402,8511429.1,10472985.2
174000000,9444581.1,8513798,10477123.4
175000000,9447726.1,8516141.2,10481217.5
176000000,9450837.3,8518459,10485268.2
177000000,9453915.5,8520751.8,10489276.2
178000000,9456961.2,8523020.2,10493242.1
179000000,9459974.7,8525264.4,10497166.7
180000000,9462956.7,8527484.8,10501050.6
181000000,9465907.6,8529681.9,10504894.3
182000000,9468828,8531856,10508698.6
183000000,9471718.2,8534007.4,10512464
184000000,9474578.8,8536136.5,10516191.2
185000000,9477410.2,8538243.6,10519880.6
186000000,9480212.8,8540329.2,10523532.9
187000000,9482987.2,8542393.4,10527148.6
188000000,9485733.6,8544436.7,10530728.4
189000000,9488452.6,8546459.3,10534272.6
190000000,9491144.5,8548461.6,10537781.8
191000000,9493809.8,8550443.9,10541256.7
192000000,9496448.8,8552406.5,10544697.5
193000000,9499061.9,8554349.6,10548104.9
194000000,9501649.5,8556273.5,10551479.4
195000000,9504212,8558178.6,10554821.4
196000000,9506749.8,8560065.1,10558131.3
197000000,9509263.1,8561933.3,10561409.7
198000000,9511752.4,8563783.4,10564657
199000000,9514218,8565615.7,10567873.6
200000000,9516660.2,8567430.5,10571059.9
201000000,9519079.3,8569228,10574216.5
202000000,9521475.8,8571008.4,10577343.6
203000000,9523849.8,8572772.1,10580441.8
204000000,9526201.8,8574519.1,10583511.3
205000000,9528532,8576249.9,10586552.7
206000000,9530840.7,8577964.5,10589566.3
207000000,9533128.2,8579663.3,10592552.4
208000000,9535394.8,8581346.4,10595511.5
209000000,9537640.8,8583014,10598443.9
210000000,9539866.5,8584666.4,10601350
211000000,9542072.2,8586303.8,10604230.1
212000000,9544258,8587926.4,10607084.6
213000000,9546424.3,8589534.3,10609913.7
214000000,9548571.4,8591127.8,10612718
215000000,9550699.5,8592707.1,10615497.6
216000000,9552808.8,8594272.3,10618252.8
217000000,9554899.6,8595823.7,10620984.2
218000000,9556972.2,8597361.4,10623691.8
219000000,9559026.7,8598885.6,10626376.1
220000000,9561063.5,8600396.5,10629037.3
221000000,9563082.7,8601894.2,10631675.7
222000000,9565084.5,8603379,10634291.7
223000000,9567069.2,8604850.9,10636885.5
224000000,9569037.1,8606310.3,10639457.3
225000000,9570988.2,8607757.1,10642007.5
226000000,9572922.9,8609191.6,10644536.4
227000000,9574841.4,8610614,10647044.2
228000000,9576743.8,8612024.4,10649531.1
229000000,9578630.3,8613422.9,10651997.5
230000000,9580501.2,8614809.6,10654443.5
231000000,9582356.6,8616184.9,10656869.5
232000000,9584196.7,8617548.7,10659275.6
233000000,9586021.8,8618901.2,10661662.2
234000000,9587831.9,8620242.6,10664029.4
235000000,9589627.4,8621573,10666377.6
236000000,9591408.3,8622892.5,10668706.8
237000000,9593174.8,8624201.3,10671017.4
238000000,9594927.1,8625499.5,10673309.6
239000000,9596665.5,8626787.3,10675583.5
240000000,9598389.9,8628064.6,10677839.5
241000000,9600100.7,8629331.8,10680077.6
242000000,9601798,8630588.8,10682298.3
243000000,9603481.9,8631835.9,10684501.5
244000000,9605152.5,8633073.1,10686687.6
245000000,9606810.2,8634300.6,10688856.7
246000000,9608454.9,8635518.4,10691009.1
247000000,9610086.9,8636726.7,10693144.9
248000000,9611706.3,8637925.6,10695264.3
249000000,9613313.2,8639115.2,10697367.5
250000000,9614907.8,8640295.6,10699454.7
251000000,9616490.2,8641467,10701526.1
252000000,9618060.6,8642629.3,10703581.8
253000000,9619619.1,8643782.8,10705622.1
254000000,9621165.8,8644927.5,10707647
255000000,9622701,8646063.5,10709656.9
256000000,9624224.6,8647191,10711651.8
257000000,9625736.8,8648309.9,10713631.9
258000000,9627237.8,8649420.5,10715597.4
259000000,9628727.7,8650522.8,10717548.4
260000000,9630206.5,8651616.9,10719485.1
261000000,9631674.5,8652702.8,10721407.6
262000000,9633131.8,8653780.8,10723316.2
263000000,9634578.4,8654850.8,10725210.9
264000000,9636014.5,8655913,10727092
265000000,9637440.1,8656967.4,10728959.4
266000000,9638855.5,8658014.2,10730813.5
267000000,9640260.7,8659053.4,10732654.4
268000000,9641655.8,8660085,10734482.1
269000000,9643041,8661109.2,10736296.9
270000000,9644416.3,8662126.1,10738098.8
271000000,9645781.9,8663135.8,10739888
272000000,9647137.8,8664138.2,10741664.6
273000000,9648484.1,8665133.5,10743428.9
274000000,9649821,8666121.8,10745180.8
275000000,9651148.5,8667103.1,10746920.5
276000000,9652466.8,8668077.5,10748648.2
277000000,9653776,8669045.1,10750364
278000000,9655076.1,8670006,10752067.9
279000000,9656367.2,8670960.2,10753760.2
280000000,9657649.4,8671907.8,10755441
281000000,9658922.9,8672848.8,10757110.2
