TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,949870,949384.1,950356.2
2000000,1821119.2,1819928.9,1822310.2
3000000,2627118,2624990.2,2629247.6
4000000,3376396.8,3373024.7,3379772.2
5000000,4075688.5,4070528.4,4080855.2
6000000,4730571.4,4722483.8,4738672.8
7000000,5344648,5331343.3,5357985.9
8000000,5922866.2,5900688,5945127.8
9000000,6467768.4,6432070.1,6503664.8
10000000,6981903.7,6927613.4,7036619.5
11000000,7468172.7,7390252.7,7546914.2
12000000,7929007.9,7822758.4,8036700.4
13000000,8366568.9,8227808.2,8507669.8
14000000,8781594.5,8606762.9,8959977.5
15000000,9176384.7,8962601.6,9395267.1
16000000,9552887,9297969.2,9814793.7
17000000,9912165.5,9614606.2,10218933.9
18000000,10255022.3,9913932.2,10607847.7
19000000,10582696.8,10197717.7,10982209.4
20000000,10896109.4,10467314.3,11342470.2
21000000,11196133.9,10723927.1,11689133.4
22000000,11483703.2,10968729.8,12022854.2
23000000,11759579.1,11202649.4,12344196
24000000,12024462.4,11426491.6,12653726.1
25000000,12279017.6,11640980.3,12952025.4
26000000,12524309.9,11847206.1,13240112.3
27000000,12760418.1,12045251.2,13518046.8
28000000,12987849.6,12235610.3,13786336.3
29000000,13207075.3,12418731,14045463.8
30000000,13418532.1,12595021.5,14295887.1
31000000,13622493,12764722.2,14537904.8
32000000,13818373.5,12927217.1,14770963.2
33000000,14007603.4,13083899.6,14996519.3
34000000,14190515.8,13235069.6,15214936.2
35000000,14367422,13381005.8,15426554.4
36000000,14538613,13521968.6,15631693.4
37000000,14704361.5,13658201.2,15830653.3
38000000,14864923.1,13789931.3,16023715.6
39000000,15021315.1,13918148,16211920.4
40000000,15173000.5,14042291.4,16394756.2
41000000,15320176.6,14162535.6,16572442.7
42000000,15463041.7,14279057,16745199.5
43000000,15601782.6,14392021.5,16913233.5
44000000,15736575.4,14501585.8,17076739.8
45000000,15867586.4,14607897.4,17235902.6
46000000,15994972.6,14711096,17390896.4
47000000,16118882.3,14811313.3,17541885.8
48000000,16239456.2,14908674,17689027
49000000,16356953.6,15003422.1,17832593.8
50000000,16471888.9,15096056.1,17973113.1
51000000,16583865.7,15186167.9,18110204.2
52000000,16692997,15273857.5,18243993.1
53000000,16799390,15359219.5,18374599.4
54000000,16903146.5,15442343.9,18502136.9
55000000,17004363.4,15523316.3,18626714.2
56000000,17103133,15602217.9,18748434.3
57000000,17199542.9,15679126,18867395.7
58000000,17293676.7,15754114,18983692.4
59000000,17385614.3,15827252.2,19097413.8
60000000,17475431.6,15898607.1,19208645.6
61000000,17563201.1,15968242.4,19317469.4
62000000,17648992.3,16036218.7,19423963.5
63000000,17732871.1,16102594,19528202.7
64000000,17814901,16167423.3,19630258.4
65000000,17895142.4,16230759.6,19730199.3
66000000,17973653.3,16292653.3,19828090.9
67000000,18050473.7,16353137.3,19923981.2
68000000,18125639,16412240.2,20017912.6
69000000,18199233.8,16470039.5,20109976.7
70000000,18271306.8,16526577.5,20200229
71000000,18341904.7,16581894.7,20288723
72000000,18411072.4,16636029.7,20375509.8
73000000,18478852.9,16689019.7,20460638.7
74000000,18545287.5,16740900.4,20544157.2
75000000,18610416,16791705.8,20626110.8
76000000,18674276.6,16841468.8,20706543.4
77000000,18736905.8,16890220.9,20785497.2
78000000,18798339.1,16937992.4,20863012.8
79000000,18858610.2,16984812.1,20939129.5
80000000,18917752,17030708.2,21013884.9
81000000,18975795.9,17075707.4,21087315.5
82000000,19032772.1,17119835.6,21159456.4
83000000,19088709.9,17163117.6,21230341.4
84000000,19143637.5,17205577.4,21300003.3
85000000,19197581.8,17247238,21368473.5
86000000,19250569.2,17288121.6,21435782.6
