TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,853227,852602.4,853852.1
2000000,1504654.5,1502894.3,1506416.7
3000000,2026457.3,2022589.4,2030332.6
4000000,2455837,2446085.3,2465627.5
5000000,2816364.4,2793270,2839649.8
6000000,3123259.6,3083817.4,3163206.3
7000000,3387025.9,3329559,3445484.8
8000000,3618270.6,3542176.2,3695999.6
9000000,3822480.6,3727801.8,3919564.1
10000000,4004026.3,3890944.2,4120395
11000000,4166556.3,4035214.7,4302173
12000000,4312786.3,4163285.8,4467655.3
13000000,4445065.4,4277490.6,4619205.1
14000000,4565309,4379750,4758729.7
15000000,4675095.1,4471658.6,4887787
16000000,4775334.9,4554148.2,5007264.2
17000000,4867493.1,4628703.9,5118601.1
18000000,4952542,4696316.5,5222747
19000000,5031275.4,4757795.4,5320475.2
20000000,5104372.7,4813833.2,5412447.7
21000000,5172419.1,4865025.2,5499235.4
22000000,5235921.2,4911885.8,5581333.2
23000000,5295320.3,4954861.7,5659172.5
24000000,5351001.9,4994342.2,5733131.8
25000000,5403304.9,5030668,5803544
26000000,5452445,5064056.2,5870621.3
27000000,5498662.9,5094747.1,5934601.4
28000000,5542306.2,5123087,5995829.9
29000000,5583584.4,5149283.3,6054515.3
30000000,5622684.7,5173521,6110844.7
31000000,5659775.2,5195965.2,6164986.6
32000000,5695007,5216763.8,6217093
33000000,5728516.6,5236049.7,6267301.5
34000000,5760427.1,5253942.6,6315737.2
35000000,5790850.5,5270550.5,6362513.8
36000000,5819888.4,5285971.1,6407734.9
37000000,5847633.4,5300293.2,6451495.3
38000000,5874169.9,5313597.1,6493882
39000000,5899575.3,5325956.4,6534974.5
40000000,5923920.4,5337437.8,6574846.3
41000000,5947270.3,5348102.5,6613565
42000000,5969684.7,5358006.6,6651192.8
43000000,5991218.7,5367201.3,6687787.5
44000000,6011923.4,5375733.9,6723402.5
45000000,6031845.6,5383647.8,6758087.3
46000000,6051029,5390982.9,6791888
47000000,6069513.8,5397776.1,6824847.4
48000000,6087337.7,5404061.7,6857005.4
49000000,6104535.3,5409871.1,6888399.2
50000000,6121139.2,5415233.5,6919063.7
51000000,6137179.6,5420176.1,6949031.3
52000000,6152684.7,5424724,6978332.6
53000000,6167680.8,5428900.8,7006996.1
54000000,6182192.7,5432728.1,7035048.6
55000000,6196243.3,5436226.2,7062515.4
56000000,6209854.4,5439414.2,7089420.1
57000000,6223046.3,5442309.6,7115785
58000000,6235838,5444929,7141631.3
59000000,6248247.5,5447287.9,7166978.8
60000000,6260291.6,5449400.7,7191846.2
61000000,6271986.3,5451280.9,7216251.2
62000000,6283346.6,5452941.4,7240210.7
63000000,6294386.6,5454393.9,7263740.6
64000000,6305119.6,5455649.7,7286855.8
65000000,6315558.3,5456719.4,7309570.7
66000000,6325714.6,5457612.8,7331898.9
67000000,6335599.9,5458339.3,7353853.2
68000000,6345224.8,5458907.6,7375446
69000000,6354599.5,5459326,7396688.7
70000000,6363733.7,5459602.3,7417592.7
71000000,6372636.4,5459743.9,7438168.3
72000000,6381316.4,5459757.8,7458425.9
73000000,6389781.9,5459650.4,7478374.8
74000000,6398040.7,5459428,7498024.5
75000000,6406100.4,5459096.5,7517383.6
76000000,6413968.1,5458661.5,7536460.5
77000000,6421650.5,5458128.1,7555263.3
78000000,6429154.1,5457501.5,7573799.7
79000000,6436485.2,5456786.2,7592077
80000000,6443649.4,5455986.8,7610102.3
81000000,6450652.6,5455107.6,7627882.4
82000000,6457500.1,5454152.5,7645423.8
83000000,6464196.9,5453125.4,7662732.6
84000000,6470748.1,5452029.9,7679815
85000000,6477158.3,5450869.5,7696676.6
86000000,6483432.1,5449647.5,7713323
87000000,6489573.6,5448366.9,7729759.5
88000000,6495587.2,5447030.8,7745991.2
89000000,6501476.7,5445642,7762023.1
90000000,6507245.9,5444203.2,7777859.9
91000000,6512898.5,5442716.8,7793506.1
92000000,6518438,5441185.5,7808966.3
93000000,6523867.7,5439611.4,7824244.6
94000000,6529190.9,5437996.8,7839345.2
95000000,6534410.7,5436343.8,7854272
96000000,6539530,5434654.5,7869028.9
97000000,6544551.8,5432930.7,7883619.5
98000000,6549492.7,5431188,7898061.2
99000000,6554345.2,5429418.1,7912347.2
100000000,6559107.8,5427618.7,7926477.1
101000000,6563783,5425791.4,7940454.2
102000000,6568373.2,5423937.7,7954281.4
103000000,6572880.7,5422059.1,7967962
104000000,6577307.7,5420157.1,7981498.7
105000000,6581656.4,5418232.9,7994894.6
106000000,6585928.7,5416287.8,8008152.3
107000000,6590126.8,5414323,8021274.5
108000000,6594252.4,5412339.7,8034263.9
109000000,6598307.6,5410339,8047122.9
110000000,6602294,5408322,8059854.1
111000000,6606213.4,5406289.6,8072459.7
112000000,6610067.5,5404243,8084942.1
113000000,6613857.8,5402182.9,8097303.6
114000000,6617586.1,5400110.4,8109546.3
115000000,6621253.7,5398026.2,8121672.4
116000000,6624862.1,5395931.1,8133683.9
117000000,6628412.9,5393826.1,8145582.8
118000000,6631907.2,5391711.7,8157371.1
119000000,6635346.5,5389588.8,8169050.7
120000000,6638732.1,5387457.9,8180623.3
121000000,6642065.2,5385319.9,8192091
122000000,6645347,5383175.3,8203455.2
123000000,6648578.8,5381024.6,8214717.9
124000000,6651761.5,5378868.6,8225880.6
125000000,6654896.4,5376707.7,8236945
126000000,6657984.5,5374542.5,8247912.7
127000000,6661026.8,5372373.5,8258785.2
128000000,6664024.4,5370201.1,8269563.9
129000000,6666978.3,5368026,8280250.4
130000000,6669889.3,5365848.4,8290846.2
131000000,6672758.5,5363668.8,8301352.5
132000000,6675586.6,5361487.7,8311770.8
133000000,6678374.7,5359305.4,8322102.4
134000000,6681123.4,5357122.3,8332348.6
135000000,6683833.8,5354938.8,8342510.6
136000000,6686506.5,5352755.2,8352589.8
137000000,6689142.3,5350571.9,8362587.3
138000000,6691742,5348389.1,8372504.3
139000000,6694306.3,5346207.3,8382342
140000000,6696836,5344026.5,8392101.5
141000000,6699331.8,5341847.3,8401783.8
142000000,6701794.2,5339669.7,8411390.2
143000000,6704224.1,5337494.2,8420921.7
144000000,6706622,5335320.8,8430379.2
145000000,6708988.5,5333150,8439763.9
146000000,6711324.3,5330981.7,8449076.7
147000000,6713629.9,5328816.4,8458318.5
148000000,6715906,5326654.2,8467490.4
149000000,6718153.1,5324495.3,8476593.3
150000000,6720371.8,5322339.9,8485628.1
151000000,6722562.5,5320188.2,8494595.6
152000000,6724725.9,5318040.3,8503496.8
153000000,6726862.4,5315896.4,8512332.5
154000000,6728972.5,5313756.7,8521103.6
155000000,6731056.7,5311621.3,8529810.9
156000000,6733115.5,5309490.3,8538455.1
157000000,6735149.4,5307364,8547037.2
158000000,6737158.7,5305242.3,8555557.9
159000000,6739144,5303125.6,8564017.9
160000000,6741105.7,5301013.8,8572418
161000000,6743044.1,5298907.1,8580758.9
162000000,6744959.7,5296805.5,8589041.4
163000000,6746853,5294709.3,8597266.1
164000000,6748724.2,5292618.5,8605433.8
165000000,6750573.8,5290533.2,8613545.1
166000000,6752402.1,5288453.4,8621600.8
167000000,6754209.5,5286379.3,8629601.4
168000000,6755996.4,5284310.9,8637547.6
169000000,6757763.1,5282248.4,8645440.1
170000000,6759509.9,5280191.7,8653279.5
171000000,6761237.3,5278141,8661066.3
172000000,6762945.4,5276096.3,8668801.3
173000000,6764634.7,5274057.7,8676484.9
174000000,6766305.4,5272025.3,8684117.8
175000000,6767957.8,5269999,8691700.5
176000000,6769592.3,5267979,8699233.6
177000000,6771209.1,5265965.2,8706717.7
178000000,6772808.5,5263957.8,8714153.3
179000000,6774390.8,5261956.8,8721540.9
180000000,6775956.3,5259962.2,8728881
181000000,6777505.2,5257974,8736174.2
182000000,6779037.9,5255992.4,8743421
183000000,6780554.4,5254017.2,8750621.9
184000000,6782055.2,5252048.6,8757777.4
185000000,6783540.4,5250086.6,8764887.9
186000000,6785010.3,5248131.2,8771953.9
187000000,6786465.1,5246182.4,8778976
188000000,6787905.1,5244240.3,8785954.5
189000000,6789330.5,5242304.8,8792889.9
190000000,6790741.5,5240376,8799782.6
191000000,6792138.3,5238453.9,8806633.2
192000000,6793521.1,5236538.5,8813442
193000000,6794890.1,5234629.9,8820209.5
194000000,6796245.6,5232727.9,8826936.1
195000000,6797587.8,5230832.8,8833622.1
196000000,6798916.8,5228944.3,8840268.1
197000000,6800232.8,5227062.7,8846874.3
198000000,6801536.1,5225187.7,8853441.3
199000000,6802826.7,5223319.6,8859969.4
200000000,6804105,5221458.2,8866458.9
201000000,6805371,5219603.6,8872910.3
