TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,658794,658182.3,659406.3
2000000,1052013,1050922.8,1053104.4
3000000,1341112.5,1339614.4,1342612.3
4000000,1571064.8,1569178.8,1572953.1
5000000,1762411.3,1760123.1,1764702.6
6000000,1926249.3,1923476.6,1929026
7000000,2069407.9,2065879.7,2072942.1
8000000,2195713.9,2190273.6,2201167.6
9000000,2308913.1,2299369.7,2318496
10000000,2411052.8,2395539.4,2426666.6
11000000,2504423.7,2482495.9,2526545.2
12000000,2589962,2561079.3,2619170.4
13000000,2668767.8,2632037.9,2706010.2
14000000,2741903.8,2696317.4,2788261
15000000,2809324.1,2753987.4,2865772.8
16000000,2872289.6,2806551,2939568
17000000,2931006.4,2854475,3009589.7
18000000,2986578.5,2899078.5,3076719.4
19000000,3038868.9,2940376.9,3140659.9
20000000,3087623.2,2978213.1,3201052.7
21000000,3133719.1,3013521.1,3258711.4
22000000,3177404.3,3046580.4,3313846.1
23000000,3218423.3,3077152.9,3366179.4
24000000,3257414.4,3105885.7,3416335.8
25000000,3294663.7,3133069.5,3464592.5
26000000,3330104.8,3158640.4,3510877
27000000,3363870.5,3182732.2,3555318
28000000,3396080.6,3205464.4,3598032
29000000,3426843.2,3226944.4,3639125.1
30000000,3456256.4,3247268.7,3678694.1
31000000,3484409.3,3266524.3,3716827.7
32000000,3511383.1,3284789.9,3753607.3
33000000,3537252,3302136.5,3789107.9
34000000,3562083.9,3318628.7,3823399
35000000,3585941.2,3334325.4,3856544.5
36000000,3608881.2,3349279.8,3888604.2
37000000,3630956.8,3363541,3919633.3
38000000,3652216.6,3377153.4,3949683.2
39000000,3672705.9,3390158.1,3978802.1
40000000,3692466.3,3402592.6,4007034.8
41000000,3711536.6,3414491.5,4034423.2
42000000,3729909.5,3425843.5,4060963.4
43000000,3747662.1,3436721.4,4086735.4
44000000,3764825.6,3447152.4,4111774
45000000,3781429.1,3457161.7,4136111.5
46000000,3797500,3466772.6,4159778.5
47000000,3813063.7,3476007.1,4182803.6
48000000,3828144.1,3484885.1,4205213.9
49000000,3842763.5,3493425.5,4227035
50000000,3856943.1,3501645.8,4248290.9
51000000,3870702.4,3509562.4,4269004.3
52000000,3884060.1,3517190.5,4289196.9
53000000,3897033.6,3524544.6,4308888.8
54000000,3909639.4,3531637.9,4328099.5
55000000,3921893,3538483,4346847.2
56000000,3933809.1,3545091.7,4365149.1
57000000,3945401.5,3551475.1,4383021.9
58000000,3956663.7,3557624,4400461.5
59000000,3967565.1,3563505.6,4417440.2
60000000,3978181,3569192.2,4434035.3
61000000,3988522.5,3574692.5,4450260.1
62000000,3998600.1,3580014.8,4466127.5
63000000,4008423.8,3585166.7,4481649.8
64000000,4018003.3,3590155.7,4496838.6
65000000,4027347.5,3594988.6,4511704.9
66000000,4036465,3599672,4526259.6
67000000,4045364.1,3604212.1,4540512.6
68000000,4054052.4,3608614.7,4554473.7
69000000,4062594.1,3612941.8,4568208.4
70000000,4070973,3617175.3,4581702.4
71000000,4079161.2,3621286.1,4594930
72000000,4087165.3,3625279,4607899.2
73000000,4095032.7,3629199.4,4620659
74000000,4102738.1,3633020.8,4633185.8
75000000,4110276.5,3636736.5,4645476.2
76000000,4117653.2,3640350.5,4657537
77000000,4124821.2,3643814.9,4669323.4
78000000,4131797.1,3647144.6,4680852.9
79000000,4138627.3,3650384.4,4692173.2
80000000,4145316.2,3653537.5,4703290.1
81000000,4151868.3,3656607,4714209.1
82000000,4158287.6,3659595.9,4724935.9
83000000,4164578.3,3662506.9,4735475.6
84000000,4170744,3665342.8,4745833.3
85000000,4176788.7,3668106.1,4756013.8
86000000,4182715.6,3670799.4,4766021.9
87000000,4188528.4,3673424.9,4775862
88000000,4194230.2,3675984.9,4785538.4
89000000,4199824.3,3678481.7,4795055.6
90000000,4205313.6,3680917.1,4804417.3
91000000,4210701,3683293.4,4813627.7
92000000,4215989.5,3685612.3,4822690.4
93000000,4221181.6,3687875.7,4831609.2
94000000,4226281.4,3690086.7,4840388.8
95000000,4231345.8,3692300.9,4849086.7
96000000,4236320.8,3694464,4857650.1
97000000,4241208.7,3696577.6,4866082.4
98000000,4246011.9,3698643.2,4874386.7
99000000,4250732.5,3700662.1,4882565.8
100000000,4255372.6,3702635.9,4890622.8
101000000,4259934.2,3704565.9,4898560.4
102000000,4264419.5,3706453.3,4906381.4
103000000,4268830.2,3708299.4,4914088.4
104000000,4273168.2,3710105.4,4921684
105000000,4277435.3,3711872.4,4929170.7
106000000,4281633.2,3713601.6,4936550.8
107000000,4285763.6,3715294,4943826.7
108000000,4289828.1,3716950.6,4951000.7
109000000,4293828.3,3718572.6,4958075
110000000,4297765.7,3720160.7,4965051.6
111000000,4301600.3,3721675,4971891.8
112000000,4305351.4,3723133.9,4978615.1
113000000,4309044.7,3724562.5,4985247.6
114000000,4312681.5,3725961.5,4991791.1
115000000,4316263.1,3727331.8,4998247.5
116000000,4319790.7,3728674.1,5004618.5
117000000,4323265.6,3729989.2,5010906
118000000,4326688.9,3731277.7,5017111.6
119000000,4330061.7,3732540.4,5023236.8
120000000,4333385.3,3733778,5029283.5
121000000,4336660.6,3734991.1,5035253
122000000,4339888.7,3736180.4,5041146.9
123000000,4343070.6,3737346.4,5046966.6
124000000,4346207.3,3738489.7,5052713.7
125000000,4349299.8,3739611,5058389.5
126000000,4352349,3740710.7,5063995.3
127000000,4355355.7,3741789.4,5069532.5
128000000,4358320.9,3742847.7,5075002.4
129000000,4361245.5,3743886,5080406.3
130000000,4364130.2,3744904.8,5085745.3
131000000,4366975.8,3745904.7,5091020.6
132000000,4369783.2,3746885.9,5096233.5
133000000,4372553.2,3747849.1,5101385
134000000,4375286.4,3748794.7,5106476.2
135000000,4377983.6,3749723,5111508.4
136000000,4380645.5,3750634.4,5116482.4
137000000,4383272.8,3751529.4,5121399.3
138000000,4385866.1,3752408.4,5126260.2
139000000,4388426.2,3753271.6,5131066
140000000,4390953.6,3754119.6,5135817.7
141000000,4393449,3754952.6,5140516.1
142000000,4395913,3755770.9,5145162.3
143000000,4398346.1,3756575,5149757.1
144000000,4400749,3757365.1,5154301.4
145000000,4403122.2,3758141.5,5158796
146000000,4405466.3,3758904.5,5163241.8
147000000,4407781.7,3759654.5,5167639.6
148000000,4410069.1,3760391.8,5171990.1
149000000,4412328.8,3761116.5,5176294.2
150000000,4414561.5,3761829,5180552.6
151000000,4416767.6,3762529.6,5184766.1
152000000,4418951.2,3763222.1,5188938.9
153000000,4421112.2,3763906.2,5193071.3
154000000,4423248,3764579.1,5197160.9
155000000,4425359,3765240.9,5201208.2
156000000,4427445.5,3765892,5205214
157000000,4429508.1,3766532.5,5209179
158000000,4431547.1,3767162.7,5213103.7
159000000,4433563,3767782.8,5216988.8
160000000,4435556,3768392.9,5220835
161000000,4437526.7,3768993.3,5224642.7
162000000,4439475.4,3769584.3,5228412.6
163000000,4441402.4,3770165.9,5232145.3
164000000,4443308.2,3770738.4,5235841.3
165000000,4445193,3771301.9,5239501.1
166000000,4447057.2,3771856.7,5243125.4
167000000,4448901.2,3772402.9,5246714.6
168000000,4450725.2,3772940.7,5250269.3
169000000,4452529.6,3773470.2,5253790
170000000,4454314.7,3773991.6,5257277.1
171000000,4456080.9,3774505.1,5260731.2
172000000,4457828.4,3775010.9,5264152.7
173000000,4459557.4,3775509,5267542.2
174000000,4461268.4,3775999.6,5270899.9
175000000,4462961.6,3776482.9,5274226.5
176000000,4464637.2,3776959,5277522.4
177000000,4466295.6,3777428,5280787.9
178000000,4467936.9,3777890.1,5284023.6
179000000,4469561.6,3778345.4,5287229.8
180000000,4471169.7,3778794.1,5290406.9
181000000,4472761.6,3779236.2,5293555.4
182000000,4474337.5,3779671.9,5296675.6
183000000,4475897.6,3780101.3,5299767.9
184000000,4477442.3,3780524.5,5302832.7
185000000,4478971.6,3780941.7,5305870.5
186000000,4480485.9,3781352.8,5308881.4
187000000,4481985.3,3781758.2,5311866
188000000,4483470.2,3782157.8,5314824.5
189000000,4484940.6,3782551.7,5317757.3
190000000,4486396.8,3782940.1,5320664.8
191000000,4487839,3783323.1,5323547.2
192000000,4489267.4,3783700.7,5326404.9
193000000,4490682.3,3784073.1,5329238.3
194000000,4492083.7,3784440.3,5332047.6
195000000,4493471.9,3784802.5,5334833.2
196000000,4494847.1,3785159.6,5337595.3
197000000,4496209.4,3785511.9,5340334.3
198000000,4497559.1,3785859.4,5343050.5
199000000,4498896.3,3786202.2,5345744
200000000,4500221.1,3786540.3,5348415.4
201000000,4501533.9,3786873.9,5351064.7
202000000,4502834.6,3787203,5353692.3
203000000,4504123.5,3787527.6,5356298.5
204000000,4505400.8,3787848,5358883.5
205000000,4506666.5,3788164.1,5361447.6
206000000,4507920.9,3788476,5363991
207000000,4509164.2,3788783.8,5366514.1
208000000,4510396.3,3789087.5,5369016.9
209000000,4511617.6,3789387.3,5371499.9
210000000,4512828.1,3789683.1,5373963.2
211000000,4514028,3789975.1,5376407.1
212000000,4515217.5,3790263.3,5378831.8
213000000,4516396.6,3790547.8,5381237.5
214000000,4517565.4,3790828.6,5383624.4
215000000,4518724.3,3791105.8,5385992.9
216000000,4519873.1,3791379.5,5388343
217000000,4521012.2,3791649.7,5390675.1
218000000,4522142.3,3791917.1,5392989.9
219000000,4523264.8,3792183.2,5395289.1
220000000,4524378,3792446,5397570.9
221000000,4525481.7,3792705.4,5399835.3
222000000,4526576.2,3792961.6,5402082.7
223000000,4527661.7,3793214.7,5404313.2
224000000,4528738.1,3793464.6,5406527
225000000,4529805.6,3793711.4,5408724.3
