TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,913027,912493.6,913560.7
2000000,1692686.6,1691310.1,1694064.3
3000000,2371403.6,2368935.5,2373874.3
4000000,2969559.4,2965564.2,2973559.9
5000000,3501613.6,3494406.5,3508835.6
6000000,3977723.5,3961021.4,3994496
7000000,4407668,4374118.6,4441474.8
8000000,4797294.2,4742657.1,4852560.8
9000000,5153896,5075454.7,5233549.6
10000000,5481143.5,5375269.2,5589103.2
11000000,5782082.8,5645518.8,5921950.3
12000000,6058991.9,5889900,6232938.2
13000000,6315644.1,6113358.8,6524622.9
14000000,6553503.3,6318028.3,6797754.6
15000000,6773999.6,6505709.1,7053354.2
16000000,6981491.6,6680990.6,7295508.7
17000000,7175722.7,6843775.3,7523770.7
18000000,7357918.2,6995390.3,7739233.5
19000000,7528490.3,7136304.9,7942228.9
20000000,7689067.1,7268166,8134342.8
21000000,7840506.3,7391825.7,8316421.6
22000000,7983569.6,7508023.4,8489236.1
23000000,8118210.3,7616681.2,8652763.2
24000000,8245521.2,7718853.3,8808124.4
25000000,8366276,7815273.2,8956126.4
26000000,8480969.1,7906395.2,9097298.4
27000000,8590046.3,7992626.2,9232121.3
28000000,8693910.6,8074332.1,9361032
29000000,8792927.4,8151842.9,9484428.6
30000000,8887428.6,8225457.6,9602674
31000000,8977716.6,8295447.4,9716099.7
32000000,9064067,8362059.5,9825009.2
33000000,9146732.3,8425519.1,9929680.4
34000000,9225943.6,8486032.3,10030369
35000000,9301913.1,8543787.9,10127309.8
36000000,9374835.8,8598959,10220719.3
37000000,9444891.6,8651705,10310797.5
38000000,9512246.5,8702172.7,10397729
39000000,9577053.7,8750497.4,10481685
40000000,9639455.1,8796804.1,10562824.1
41000000,9699582.4,8841208.6,10641293.8
42000000,9757557.7,8883818.2,10717231
43000000,9813494.5,8924732.3,10790763.3
44000000,9867498.5,8964043.4,10862009.8
45000000,9919668.4,9001837.5,10931081.6
46000000,9970095.8,9038194.7,10998082.6
47000000,10018866.9,9073189.6,11063109.9
48000000,10066061.8,9106892.1,11126254.7
49000000,10111755.9,9139367.2,11187602.4
50000000,10156019.5,9170675.9,11247233.3
51000000,10198999.4,9200955.6,11305302.9
52000000,10241035.2,9230535.5,11362157.8
53000000,10281821.2,9259103.8,11417503.1
54000000,10321412.4,9286707.7,11471401.7
55000000,10359860.6,9313391.4,11523913
56000000,10397214.7,9339196.8,11575093.2
57000000,10433520.7,9364163.2,11624995.4
58000000,10468822.1,9388327.6,11673669.8
59000000,10503160.1,9411725,11721164
60000000,10536573.6,9434388.4,11767523.2
61000000,10569099.5,9456349,11812789.9
62000000,10600772.7,9477636.5,11857004.9
63000000,10631626.4,9498278.6,11900206.7
64000000,10661691.8,9518301.9,11942431.9
65000000,10690998.9,9537731.4,11983715.4
66000000,10719576.1,9556590.9,12024090.2
67000000,10747450.2,9574903.1,12063588.1
68000000,10774647,9592689.2,12102239
69000000,10801190.7,9609969.6,12140071.7
70000000,10827104.7,9626763.8,12177113.6
71000000,10852411.2,9643090.1,12213390.8
72000000,10877131.2,9658966.1,12248928.2
73000000,10901284.8,9674408.4,12283749.7
74000000,10924891.5,9689433,12317878.1
75000000,10947969.5,9704054.9,12351335.3
76000000,10970536.4,9718288.8,12384142.1
77000000,10992609,9732148.3,12416318.5
78000000,11014203.4,9745646.6,12447883.7
79000000,11035334.9,9758796.4,12478856.1
80000000,11056018.3,9771609.7,12509253.4
81000000,11076267.7,9784097.9,12539092.3
82000000,11096096.6,9796272.1,12568389.2
83000000,11115518,9808142.9,12597159.7
84000000,11134544.4,9819720.2,12625418.6
85000000,11153187.6,9831013.8,12653180.5
86000000,11171459.1,9842033,12680459.2
87000000,11189369.9,9852786.5,12707268
