TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,854239.5,853814.6,854664.6
2000000,1521768.5,1520867.8,1522669.8
3000000,2074997,2073653,2076341.8
4000000,2548338.5,2546565.3,2550112.9
5000000,2961828.1,2959627,2964030.9
6000000,3328787.3,3326144.2,3331432.5
7000000,3658237.9,3655127.4,3661351.2
8000000,3956828.9,3953206.1,3960455.1
9000000,4229545.3,4225329.7,4233765.1
10000000,4479948.9,4474954.2,4484949.1
11000000,4710668.1,4704533,4716811.1
12000000,4924581.5,4916624.8,4932551.1
13000000,5123629.2,5112531.6,5134750.8
14000000,5309891.9,5294512.9,5325315.5
15000000,5484188.8,5463316.2,5505141.2
16000000,5647934.1,5620289.1,5675715
17000000,5802801.3,5767539.4,5838278.9
18000000,5948429.9,5905216.9,5991959.1
19000000,6086760.4,6035614.3,6138339.8
20000000,6217833.5,6158924.5,6277306.1
21000000,6341999.7,6275511.4,6409192.5
22000000,6460050.1,6386118.5,6534837.6
23000000,6572639.9,6491339.8,6654958.2
24000000,6679704.8,6591057.2,6769544.8
25000000,6781945.3,6685930.3,6879339.1
26000000,6879288.2,6775858.4,6984296.8
27000000,6972681.7,6861772.3,7085383.8
28000000,7062384.7,6943921.9,7182868.4
29000000,7148415.1,7022322.3,7276771.9
30000000,7231002.4,7097204.4,7367322.8
31000000,7310356.6,7168782.5,7454726.5
32000000,7386670.1,7237255.5,7539169.4
33000000,7460120,7302808,7620820.7
34000000,7530869.2,7365611.5,7699834.8
35000000,7599068.3,7425825.1,7776353.2
36000000,7664856.3,7483596.6,7850506.2
37000000,7728225,7538926.5,7922276.7
38000000,7789328.3,7591976.8,7991809.8
39000000,7848373.8,7642963.2,8059305
40000000,7905465.8,7691997.2,8124858.6
41000000,7960701.3,7739182.8,8188560.2
42000000,8014311.8,7784758.1,8250634.5
43000000,8066443.9,7828875.2,8311221.6
44000000,8116977.2,7871419.6,8370195.3
45000000,8165985.5,7912469.7,8427623.9
46000000,8213537.9,7952099.4,8483571.6
47000000,8259687.5,7990365.7,8538087.1
48000000,8304341.9,8027179.8,8591073.8
49000000,8347724.7,8062768.6,8642751.8
50000000,8389890.3,8097189.3,8693172
51000000,8430858.1,8130463.9,8742350.8
52000000,8470668.9,8162635.4,8790326.7
53000000,8509416.5,8193799.4,8837190.8
54000000,8547153.8,8224010.7,8882994.1
55000000,8583863.2,8253252.8,8927717.2
56000000,8619623.5,8281605.9,8971437.5
57000000,8654471.5,8309107.7,9014190.2
58000000,8688442.1,8335793.9,9056009.2
59000000,8721802.6,8361932.2,9097160.6
60000000,8754422.8,8387393.1,9137513.6
61000000,8786258.1,8412132.2,9177022.9
62000000,8817203.5,8436045.1,9215583.4
63000000,8847280.9,8459153.7,9253216.3
64000000,8876656.3,8481623.7,9290087.4
65000000,8905354.1,8503479.8,9326221.1
66000000,8933441,8524788,9361683.6
67000000,8960900,8545531.4,9396458.2
68000000,8987747.8,8565726.3,9430561.7
69000000,9014004.6,8585392.6,9464014.4
70000000,9039668.8,8604528.1,9496814.9
71000000,9064768.9,8623161.1,9528992.1
72000000,9089333.9,8641320.1,9560575.3
73000000,9113381,8659021.4,9591581.9
74000000,9136926.4,8676280.9,9622028.6
75000000,9159985.7,8693113.7,9651931.5
76000000,9182573.9,8709534,9681306
77000000,9204705.5,8725555.6,9710167
78000000,9226394.1,8741191.8,9738528.8
79000000,9247653,8756454.9,9766405.1
80000000,9268495,8771357.2,9793809.3
81000000,9288932.2,8785910,9820753.9
82000000,9308976.3,8800124.6,9847251.5
83000000,9328638.7,8814011.4,9873313.8
84000000,9347930.2,8827580.7,9898952.3
85000000,9366861.3,8840842.1,9924177.9
86000000,9385442,8853805.2,9949001.5
87000000,9403681.9,8866478.8,9973433.2
88000000,9421590.5,8878871.6,9997482.9
89000000,9439176.6,8890991.9,10021160.3
90000000,9456449,8902847.8,10044474.6
91000000,9473416.1,8914446.8,10067434.8
92000000,9490085.8,8925796.4,10090049.5
93000000,9506465.9,8936903.8,10112327.2
94000000,9522564.1,8947775.7,10134275.8
95000000,9538387.4,8958418.7,10155903.2
96000000,9553942.9,8968839.3,10177217.1
97000000,9569237.4,8979043.6,10198224.7
98000000,9584277.4,8989037.5,10218933.2
99000000,9599069.3,8998826.7,10239349.4
100000000,9613619,9008416.7,10259480.1
101000000,9627932.7,9017812.8,10279331.6
102000000,9642015.9,9027020.1,10298910.3
103000000,9655874.2,9036043.7,10318222.2
104000000,9669513,9044888.3,10337273.2
105000000,9682937.5,9053558.6,10356069.1
106000000,9696152.6,9062059,10374615.3
107000000,9709163.3,9070393.8,10392917.3
108000000,9721974.3,9078567.2,10410980.3
109000000,9734141.1,9086135.3,10428361.4
110000000,9745760.9,9093194.7,10445158.1
111000000,9757195.8,9100105.9,10461732.1
112000000,9768453.5,9106876.3,10478091.6
113000000,9780306.8,9114276.2,10495007.9
114000000,9791986.1,9121537.6,10511713.8
115000000,9803495.3,9128663.6,10528213.7
116000000,9814838.1,9135657.6,10544511.5
117000000,9826018,9142522.7,10560611.4
118000000,9837038.5,9149261.8,10576517.3
119000000,9847903,9155878.1,10592233
120000000,9858614.9,9162374.3,10607762.2
121000000,9869177.3,9168753.2,10623108.6
122000000,9879593.3,9175017.4,10638275.6
