TOTAL_READS,EXPECTED_DISTINCT,LOWER_0.95CI,UPPER_0.95CI
0,0,0,0
1000000,751882,751213.7,752550.9
2000000,1248186.7,1246610.9,1249764.6
3000000,1619228.5,1616089.7,1622373.3
4000000,1912351.6,1902862.9,1921887.8
5000000,2152605.6,2135302,2170049.4
6000000,2353917.8,2325587.2,2382593.6
7000000,2525836.9,2483877.8,2568504.8
8000000,2673852.2,2616383.1,2732583.7
9000000,2802940.7,2728641,2879263.4
10000000,2917451.5,2825483.8,3012412.6
11000000,3019708.6,2909631.7,3133949.9
12000000,3111780.4,2983460.4,3245619.4
13000000,3194634.5,3048165.1,3348142
14000000,3269844.1,3105478.6,3442909
15000000,3337574.8,3155675.5,3529959.1
16000000,3400324.8,3201319.8,3611700.7
17000000,3458005.4,3242362.6,3687990.2
18000000,3511214.7,3279420.7,3759392.4
19000000,3560459.2,3313004.6,3826396.6
20000000,3606170.5,3343540.8,3889429.3
21000000,3648719.3,3371388,3948864
22000000,3688425.6,3396850.3,4005028.9
23000000,3725289.2,3419910.1,4057937
24000000,3759708.4,3440946.1,4108000.3
25000000,3792021,3460275.4,4155571.9
26000000,3822415.3,3478066.7,4200856.5
27000000,3851058,3494467,4244037.1
28000000,3878096.6,3509605.2,4285277.9
29000000,3903662.8,3523594.8,4324726.4
30000000,3927874,3536536.1,4362515.7
31000000,3950835.4,3548518.1,4398766
32000000,3972641.7,3559620,4433586.2
33000000,3993378,3569912.5,4467075.3
34000000,4013121.4,3579459,4499323.4
35000000,4031941.8,3588316.6,4530412.5
36000000,4049902.4,3596536.6,4560417.8
37000000,4067061.1,3604165.4,4589408.1
38000000,4083470.4,3611245,4617446.5
39000000,4099178.5,3617813.7,4644590.9
40000000,4114229.5,3623906.1,4670894.8
41000000,4128663.7,3629554,4696407.4
42000000,4142518.5,3634786.3,4721174.3
43000000,4155828.1,3639629.6,4745237.6
44000000,4168624,3644108.2,4768636.2
45000000,4180935.5,3648244.5,4791406.4
46000000,4192789.7,3652059.1,4813581.8
47000000,4204211.5,3655571.1,4835193.6
48000000,4215224.2,3658798,4856271.1
49000000,4225849.5,3661756.2,4876841.4
50000000,4236107.4,3664460.5,4896929.9
51000000,4246016.8,3666925.2,4916560.2
52000000,4255595,3669163.2,4935754.6
53000000,4264858.5,3671186.5,4954533.7
54000000,4273822.4,3673006.6,4972917.3
55000000,4282501.2,3674634,4990923.3
56000000,4290908.2,3676078.4,5008569.2
57000000,4299056,3677349.2,5025870.9
58000000,4306956.4,3678454.9,5042843.8
59000000,4314620.5,3679403.7,5059502
60000000,4322058.8,3680203.2,5075859.1
61000000,4329281.2,3680860.4,5091927.8
62000000,4336296.8,3681382.2,5107720
63000000,4343114.5,3681774.9,5123247.2
64000000,4349742.4,3682044.4,5138520.1
65000000,4356188.6,3682196.4,5153548.8
66000000,4362460.2,3682236.2,5168342.8
67000000,4368564.3,3682168.8,5182911.4
68000000,4374507.6,3681998.9,5197263
69000000,4380296.3,3681731.2,5211405.9
70000000,4385936.4,3681369.7,5225347.9
71000000,4391433.5,3680918.7,5239096.3
72000000,4396792.9,3680381.9,5252658.2
73000000,4402019.9,3679763,5266040.1
74000000,4407119.3,3679065.4,5279248.4
75000000,4412095.6,3678292.5,5292289.2
76000000,4416953.3,3677447.4,5305168.1
77000000,4421696.6,3676533,5317890.7
78000000,4426329.5,3675552.3,5330462.2
79000000,4430855.7,3674507.9,5342887.5
80000000,4435279,3673402.4,5355171.4
81000000,4439602.8,3672238.4,5367318.4
82000000,4443830.3,3671018,5379332.9
83000000,4447964.9,3669743.8,5391218.9
84000000,4452009.5,3668417.7,5402980.5
85000000,4455967.1,3667041.8,5414621.3
86000000,4459840.4,3665618.2,5426145.1
87000000,4463632.1,3664148.7,5437555.3
88000000,4467344.7,3662635.1,5448855.2
89000000,4470980.7,3661079.2,5460047.9
90000000,4474542.4,3659482.7,5471136.6
91000000,4478032.1,3657847.1,5482124.1
92000000,4481452,3656173.9,5493013.2
93000000,4484804.1,3654464.7,5503806.7
94000000,4488090.4,3652720.9,5514507.1
95000000,4491312.9,3650943.9,5525116.8
96000000,4494473.3,3649134.8,5535638.2
97000000,4497573.5,3647295.1,5546073.8
98000000,4500615.2,3645425.8,5556425.5
99000000,4503600,3643528.3,5566695.5
100000000,4506529.4,3641603.5,5576886
101000000,4509405.1,3639652.6,5586998.7
102000000,4512228.5,3637676.6,5597035.7
103000000,4515000.9,3635676.6,5606998.6
104000000,4517723.9,3633653.4,5616889.3
105000000,4520398.6,3631608,5626709.5
106000000,4523026.3,3629541.3,5636460.7
107000000,4525608.3,3627454.3,5646144.5
108000000,4528145.8,3625347.6,5655762.4
109000000,4530639.9,3623222.1,5665315.9
110000000,4533091.7,3621078.7,5674806.4
111000000,4535502.2,3618917.9,5684235.2
112000000,4537872.6,3616740.7,5693603.6
113000000,4540203.8,3614547.6,5702912.9
114000000,4542496.7,3612339.4,5712164.3
115000000,4544752.3,3610116.7,5721359
116000000,4546971.5,3607880.1,5730498.1
117000000,4549155.2,3605630.3,5739582.7
118000000,4551304.3,3603367.8,5748613.9
119000000,4553419.4,3601093.3,5757592.7
120000000,4555501.5,3598807.2,5766520.2
121000000,4557551.3,3596510.1,5775397.2
122000000,4559569.6,3594202.5,5784224.7
123000000,4561557,3591884.9,5793003.6
124000000,4563514.3,3589557.9,5801734.8
125000000,4565442.2,3587221.8,5810419.1
126000000,4567341.2,3584877.2,5819057.4
127000000,4569212.2,3582524.4,5827650.4
128000000,4571055.6,3580163.9,5836198.9
129000000,4572872,3577796.2,5844703.8
130000000,4574662.2,3575421.5,5853165.6
131000000,4576426.5,3573040.3,5861585.1
132000000,4578165.7,3570653,5869963
133000000,4579880.2,3568260,5878299.9
134000000,4581570.5,3565861.5,5886596.6
135000000,4583237.2,3563458,5894853.6
136000000,4584880.7,3561049.7,5903071.5
137000000,4586501.6,3558637.1,5911250.9
138000000,4588100.2,3556220.3,5919392.4
139000000,4589677.1,3553799.7,5927496.6
140000000,4591232.6,3551375.6,5935564
141000000,4592767.3,3548948.2,5943595.1
142000000,4594281.5,3546517.9,5951590.5
143000000,4595775.6,3544085,5959550.6
144000000,4597250.1,3541649.5,5967476
145000000,4598705.3,3539212,5975367
146000000,4600141.6,3536772.5,5983224.2
147000000,4601559.3,3534331.2,5991048.1
148000000,4602958.9,3531888.6,5998839
149000000,4604340.7,3529444.6,6006597.4
150000000,4605704.9,3526999.7,6014323.6
151000000,4607052,3524553.9,6022018.2
152000000,4608382.2,3522107.5,6029681.5
153000000,4609695.9,3519660.7,6037313.9
154000000,4610993.4,3517213.7,6044915.7
155000000,4612274.9,3514766.6,6052487.3
156000000,4613540.9,3512319.6,6060029.2
157000000,4614791.4,3509873,6067541.6
158000000,4616026.9,3507426.8,6075024.8
159000000,4617247.6,3504981.2,6082479.3
160000000,4618453.8,3502536.5,6089905.3
161000000,4619645.7,3500092.7,6097303.1
162000000,4620823.6,3497650.1,6104673.1
163000000,4621987.6,3495208.7,6112015.6
164000000,4623138.2,3492768.6,6119330.8
165000000,4624275.4,3490330.1,6126619.1
166000000,4625399.6,3487893.3,6133880.7
167000000,4626510.9,3485458.2,6141116
168000000,4627609.6,3483025.1,6148325.1
169000000,4628695.9,3480594,6155508.3
170000000,4629769.9,3478165.1,6162666
171000000,4630832,3475738.4,6169798.3
172000000,4631882.2,3473314.1,6176905.5
173000000,4632920.9,3470892.3,6183987.9
174000000,4633948.1,3468473.1,6191045.6
175000000,4634964.1,3466056.5,6198079
176000000,4635969.1,3463642.8,6205088.2
177000000,4636963.1,3461231.9,6212073.5
178000000,4637946.5,3458824,6219035.1
179000000,4638919.4,3456419.2,6225973.2
180000000,4639881.9,3454017.5,6232888
181000000,4640834.3,3451619.1,6239779.7
182000000,4641776.6,3449224,6246648.5
183000000,4642709,3446832.2,6253494.7
184000000,4643631.8,3444444,6260318.4
185000000,4644544.9,3442059.2,6267119.8
186000000,4645448.7,3439678.1,6273899
187000000,4646343.1,3437300.7,6280656.4
188000000,4647228.5,3434927,6287392
189000000,4648104.8,3432557.1,6294106.1
190000000,4648972.4,3430191.1,6300798.7
191000000,4649831.1,3427829.1,6307470.2
192000000,4650681.3,3425471,6314120.5
193000000,4651523.1,3423117,6320750
194000000,4652356.5,3420767.1,6327358.8
195000000,4653181.6,3418421.3,6333947
196000000,4653998.7,3416079.8,6340514.8
197000000,4654807.9,3413742.5,6347062.3
198000000,4655609.1,3411409.5,6353589.7
199000000,4656402.6,3409080.9,6360097.2
200000000,4657188.5,3406756.6,6366584.8
201000000,4657966.9,3404436.9,6373052.8
202000000,4658737.9,3402121.5,6379501.2
203000000,4659501.5,3399810.7,6385930.2
204000000,4660257.9,3397504.5,6392340
205000000,4661007.3,3395202.9,6398730.7
206000000,4661749.6,3392905.9,6405102.4
207000000,4662485,3390613.5,6411455.2
208000000,4663213.7,3388325.9,6417789.3
209000000,4663935.6,3386043,6424104.8
210000000,4664650.8,3383764.8,6430401.8
211000000,4665359.6,3381491.5,6436680.4
212000000,4666061.9,3379222.9,6442940.8
213000000,4666757.8,3376959.2,6449183.1
214000000,4667447.5,3374700.4,6455407.4
215000000,4668131,3372446.5,6461613.8
216000000,4668808.3,3370197.5,6467802.4
217000000,4669479.7,3367953.4,6473973.4
218000000,4670145.1,3365714.3,6480126.8
219000000,4670804.7,3363480.2,6486262.8
220000000,4671458.4,3361251.1,6492381.4
221000000,4672106.5,3359027,6498482.9
